Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
SIC_07_4349_04,fadfca7317b345ad9f8b45dc0402a27e,2026-02-02T13:13:40Z,2025-10-15T16:29:12Z,Windows,Windows 10,Workstation,10.14.64.151,45.236.214.206,d0-94-66-b1-5b-b9,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",byllenc4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:03 UTC","Windows - Estacoes - Global
14 Jan 26 11:04 UTC","platform_default
15 Oct 25 16:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 Oct 25 16:40 UTC"
SIC_07_4349_05,516c896351f54f4283d8cc2d65b3af66,2026-01-09T16:32:58Z,2023-11-29T17:19:22Z,Windows,Windows 10,Workstation,10.14.64.58,45.236.214.206,c8-4b-d6-03-78-14,7.31.20309.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",rafaelg4349_04,"Protecao fase 3 - Global Windows
02 Oct 25 15:21 UTC","Windows - Estacoes - Global
09 Dec 25 20:26 UTC","platform_default
17 Apr 25 10:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 Sep 24 13:23 UTC"
SIC_07_4349_06,c985c667997b47e4abef2e20461274d8,2026-02-02T13:01:04Z,2023-11-28T11:52:16Z,Windows,Windows 10,Workstation,10.14.46.60,138.118.3.62,d0-94-66-b1-59-91,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",brendam4349_06,"Protecao fase 3 - Global Windows
13 Jan 26 23:20 UTC","Windows - Estacoes - Global
14 Jan 26 00:18 UTC","platform_default
17 Apr 25 11:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:29 UTC"
SIC_07_4349_97,3031c401a178436ba8384330f38ef155,2026-02-02T13:02:05Z,2026-01-29T14:38:05Z,Windows,Windows 11,Workstation,10.14.93.52,138.118.3.55,00-be-43-c5-ff-99,7.32.20403.0,Estacoes-4349,,matheuso4349_97,"Protecao fase 3 - Global Windows
02 Feb 26 13:05 UTC","Windows - Estacoes - Global
02 Feb 26 12:57 UTC","platform_default
29 Jan 26 14:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
29 Jan 26 14:43 UTC"
SIC_08_4349_06,6778d1f52f084482afbe5bcb9a06f7a2,2026-02-02T13:23:14Z,2023-11-01T13:07:13Z,Windows,Windows 10,Workstation,10.14.28.117,189.75.104.70,c8-4b-d6-08-02-7a,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",SRV-RODC425616$,"Protecao fase 3 - Global Windows
14 Jan 26 13:12 UTC","Windows - Estacoes - Global
14 Jan 26 12:41 UTC","platform_default
17 Apr 25 12:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Aug 24 13:13 UTC"
SIC_08_4349_09,37ab916f0c454167b866c5ddbeb0599d,2026-01-29T20:07:07Z,2025-04-15T10:58:38Z,Windows,Windows 10,Workstation,10.14.74.59,190.111.171.216,d0-94-66-ae-63-86,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",danilob4349_09,"Protecao fase 3 - Global Windows
13 Jan 26 23:39 UTC","Windows - Estacoes - Global
14 Jan 26 01:00 UTC","platform_default
17 Apr 25 11:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 Apr 25 11:00 UTC"
SIC_08_4349_13,03d93f724e8449fca3116bbf383707de,2026-02-02T13:10:08Z,2025-08-08T17:48:53Z,Windows,Windows 11,Workstation,10.14.141.50,45.169.196.245,b4-45-06-3a-f0-14,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",kauannev4349_11,"Protecao fase 3 - Global Windows
14 Jan 26 11:18 UTC","Windows - Estacoes - Global
14 Jan 26 11:56 UTC","platform_default
08 Aug 25 17:53 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 25 17:59 UTC"
SIC_09_4349_00,c0d1b504633043ce97803a0cccdd401b,2026-02-02T13:03:57Z,2023-11-29T12:07:35Z,Windows,Windows 10,Workstation,10.14.28.116,189.75.104.70,70-b5-e8-fb-eb-58,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",anaa4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:22 UTC","Windows - Estacoes - Global
14 Jan 26 13:02 UTC","platform_default
17 Apr 25 12:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:40 UTC"
SIC_09_4349_01,c2459c54f98f4c6f8d7a7bdbb7bdd439,2026-02-02T13:09:49Z,2023-11-28T17:24:11Z,Windows,Windows 11,Workstation,10.14.28.65,189.75.104.70,2c-ea-7f-0a-ba-1d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",higorv4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 12:13 UTC","Windows - Estacoes - Global
14 Jan 26 12:17 UTC","platform_default
17 Apr 25 12:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:27 UTC"
SIC_09_4349_05,ce7bbb3e5fe443d49532795acb127a18,2026-02-02T12:54:33Z,2023-11-01T16:45:14Z,Windows,Windows 10,Workstation,10.14.24.77,177.130.29.68,6c-3c-8c-1b-9c-7d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",kauannac4349_05,"Protecao fase 3 - Global Windows
14 Jan 26 13:02 UTC","Windows - Estacoes - Global
14 Jan 26 12:58 UTC","platform_default
17 Apr 25 11:04 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:23 UTC"
SIC_09_4349_06,3a124f12f9db4e9daa06d97fd187cfea,2026-02-02T13:24:59Z,2025-06-24T14:42:05Z,Windows,Windows 11,Workstation,192.168.28.29,189.75.104.70,00-d7-6d-87-d7-96,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:38 UTC","Windows - Estacoes - Global
14 Jan 26 12:30 UTC","platform_default
24 Jun 25 14:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jun 25 14:47 UTC"
SIC_09_4349_08,b5188e3eb2014df49b9e24ab1d384a12,2026-02-02T13:16:58Z,2023-11-01T18:09:15Z,Windows,Windows 10,Workstation,10.14.75.55,138.118.2.250,c8-4b-d6-0c-40-09,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",paulos4349_08,"Protecao fase 3 - Global Windows
14 Jan 26 11:45 UTC","Windows - Estacoes - Global
14 Jan 26 11:48 UTC","platform_default
17 Apr 25 11:53 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:23 UTC"
SIC_09_4349_13,f068591d7e5f48a4aaa7ea528e88c088,2026-02-02T13:06:50Z,2025-05-19T11:38:58Z,Windows,Windows 10,Workstation,10.14.143.56,177.86.169.244,d0-94-66-ab-0c-7b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",josimarp4349_13,"Protecao fase 3 - Global Windows
14 Jan 26 11:24 UTC","Windows - Estacoes - Global
14 Jan 26 12:28 UTC","platform_default
19 May 25 11:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
19 May 25 11:42 UTC"
SIC_100_4349_00,265ba0df48a0448e8e5cd9a0ba115ca9,2026-01-21T17:12:34Z,2026-01-16T12:27:49Z,Windows,Windows 10,Workstation,10.14.21.58,45.231.20.62,6c-3c-8c-1b-9c-91,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",isisd4349_02,"Protecao fase 3 - Global Windows
16 Jan 26 17:43 UTC","Windows - Estacoes - Global
19 Jan 26 14:37 UTC","platform_default
16 Jan 26 12:31 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 26 17:02 UTC"
SIC_101_4349_00,cbc2c1ba4abd42be82b2bc6cbfadd9c9,2026-02-02T13:25:33Z,2023-11-01T13:03:31Z,Windows,Windows 11,Workstation,10.14.28.102,189.75.104.70,74-86-e2-d9-bf-43,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pietraa4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:20 UTC","Windows - Estacoes - Global
14 Jan 26 12:54 UTC","platform_default
17 Apr 25 12:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:49 UTC"
SIC_102_4349_00,99ca084420104e77abccca61cce0ded0,2026-02-02T12:23:43Z,2025-12-01T12:55:30Z,Windows,Windows 11,Workstation,192.168.93.3,138.118.3.55,c8-95-ce-11-9d-4c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 14:36 UTC","Windows - Estacoes - Global
14 Jan 26 18:44 UTC","platform_default
01 Dec 25 12:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
01 Dec 25 12:57 UTC"
SIC_104_4349_00,0ccb2030535b4dc884a65eb4f6836883,2026-02-02T13:27:07Z,2023-11-03T13:43:47Z,Windows,Windows 10,Workstation,192.168.28.38,189.75.104.70,5c-cd-5b-e0-eb-29,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",mirelam4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 00:41 UTC","Windows - Estacoes - Global
14 Jan 26 00:44 UTC","platform_default
17 Apr 25 11:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:41 UTC"
SIC_105_4349_00,46269f840d444702b223a0f4b4ebf613,2026-02-02T12:52:02Z,2024-09-09T12:18:07Z,Windows,Windows 11,Workstation,10.14.28.104,189.75.104.70,74-86-e2-db-d2-69,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",mariaj4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:25 UTC","Windows - Estacoes - Global
14 Jan 26 12:31 UTC","platform_default
17 Apr 25 12:19 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Sep 24 12:24 UTC"
SIC_106_4349_00,02a9f729065c496c9bbed7d71ab77390,2026-02-02T13:03:58Z,2023-11-01T13:06:39Z,Windows,Windows 10,Workstation,10.13.28.95,189.75.104.70,00-d7-6d-9c-0b-fd,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",samelal4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:01 UTC","Windows - Estacoes - Global
14 Jan 26 12:05 UTC","platform_default
22 Apr 25 14:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:27 UTC"
SIC_107_4349_00,85b349c86cc1491781493f5a69d7801a,2026-02-02T13:19:01Z,2023-10-31T21:09:16Z,Windows,Windows 10,Workstation,192.168.28.32,189.75.104.70,00-d7-6d-9c-0a-ae,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pryscillad4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 12:23 UTC","Windows - Estacoes - Global
14 Jan 26 12:24 UTC","platform_default
17 Apr 25 11:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:24 UTC"
SIC_109_4349_00,e910b135ba1a495a93eaaf9fbbe14c3e,2026-01-28T14:45:03Z,2025-12-02T16:54:24Z,Windows,Windows 11,Workstation,10.14.28.85,189.75.104.70,d4-a2-cd-7e-21-15,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",luannam4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 13:31 UTC","Windows - Estacoes - Global
14 Jan 26 13:36 UTC","platform_default
02 Dec 25 16:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 Dec 25 17:00 UTC"
SIC_10_4349_00,bb428eec6bdc473a98ab132a1757bcc9,2026-02-02T12:59:52Z,2023-11-01T12:58:51Z,Windows,Windows 10,Workstation,10.14.28.110,189.75.104.70,d0-94-66-c0-ad-2e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pedrom4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:10 UTC","Windows - Estacoes - Global
14 Jan 26 12:15 UTC","platform_default
17 Apr 25 11:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:30 UTC"
SIC_10_4349_05,afa29be8f4184cfb9374164c391e7a2c,2026-02-02T13:07:41Z,2024-03-05T13:10:22Z,Windows,Windows 10,Workstation,10.14.24.61,177.130.29.68,d0-94-66-d9-a5-e7,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",amandae4349_05,"Protecao fase 3 - Global Windows
14 Jan 26 11:20 UTC","Windows - Estacoes - Global
14 Jan 26 11:22 UTC","platform_default
17 Apr 25 11:35 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:20 UTC"
SIC_10_4349_06,3d30ce8494e44a4a889e3dfd6f65fc67,2026-02-02T12:31:33Z,2025-09-30T18:15:44Z,Windows,Windows 11,Workstation,192.168.28.12,189.75.104.70,d8-0f-99-a8-1e-d9,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",gustavoj4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 12:05 UTC","Windows - Estacoes - Global
14 Jan 26 12:14 UTC","platform_default
30 Sep 25 18:17 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Sep 25 18:19 UTC"
SIC_10_4349_08,32d9454f0d0744a1a79a6b1e245fb14e,2026-02-02T13:02:41Z,2023-11-30T18:12:13Z,Windows,Windows 10,Workstation,192.168.64.1,45.236.214.206,00-d7-6d-9c-0a-18,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",amandao4349_08,"Protecao fase 3 - Global Windows
19 Jan 26 12:27 UTC","Windows - Estacoes - Global
19 Jan 26 12:27 UTC","platform_default
17 Apr 25 11:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:51 UTC"
SIC_110_4349_00,0d9e2baa62fe43518aaba8ccb50a6ecf,2026-02-02T13:06:33Z,2026-01-21T12:59:32Z,Windows,Windows 11,Workstation,192.168.100.149,177.1.103.54,00-d7-6d-67-6b-00,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",romenningss4349_00,"Protecao fase 3 - Global Windows
21 Jan 26 15:33 UTC","Windows - Estacoes - Global
21 Jan 26 13:32 UTC","platform_default
21 Jan 26 13:02 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jan 26 13:04 UTC"
SIC_111_4349_00,b4520a03bc924f848f7a870372864f5d,2026-02-02T13:13:17Z,2025-12-01T14:50:03Z,Windows,Windows 11,Workstation,10.14.28.109,189.75.104.70,d4-a2-cd-7e-08-a7,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:09 UTC","Windows - Estacoes - Global
14 Jan 26 12:14 UTC","platform_default
01 Dec 25 14:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
01 Dec 25 14:58 UTC"
SIC_112_4349_00,cdfe0819981345a5b0d87ad7ab03958b,2026-02-02T12:52:14Z,2023-11-01T19:54:25Z,Windows,Windows 11,Workstation,10.14.28.146,189.75.104.70,6c-3c-8c-1b-9c-6c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pablap4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:07 UTC","Windows - Estacoes - Global
14 Jan 26 12:26 UTC","platform_default
17 Apr 25 12:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:43 UTC"
SIC_113_4349_00,de3ef3adec664777941146c1cd70cb1f,2026-02-02T13:17:18Z,2025-12-01T19:05:24Z,Windows,Windows 11,Workstation,192.168.28.7,189.75.104.70,c8-95-ce-11-5d-5a,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 02:23 UTC","Windows - Estacoes - Global
14 Jan 26 02:32 UTC","platform_default
01 Dec 25 19:09 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
01 Dec 25 19:11 UTC"
SIC_114_4349_00,34f3196daee247ffb5dbfdc05abc1526,2026-02-02T13:23:54Z,2025-11-17T11:59:56Z,Windows,Windows 11,Workstation,10.14.28.57,189.75.104.70,90-8d-6e-8a-78-00,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",kathlina4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:20 UTC","Windows - Estacoes - Global
14 Jan 26 12:17 UTC","platform_default
17 Nov 25 12:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Nov 25 12:10 UTC"
SIC_11_4349_00,65ec52f5f0a44f4190a1434c43008649,2026-02-02T13:09:01Z,2023-11-28T12:08:47Z,Windows,Windows 11,Workstation,192.168.28.35,189.75.104.70,ac-5a-fc-3b-57-db,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",admin.murilo,"Protecao fase 3 - Global Windows
14 Jan 26 13:02 UTC","Windows - Estacoes - Global
14 Jan 26 13:08 UTC","platform_default
17 Apr 25 12:24 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:30 UTC"
SIC_11_4349_06,9fc1561f483e4dcc8abc06a3558bdd78,2026-01-16T13:58:25Z,2026-01-16T13:36:48Z,Windows,Windows 10,Workstation,192.168.1.94,138.118.1.31,84-7b-eb-fa-d2-47,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",,"Protecao fase 3 - Global Windows
16 Jan 26 13:50 UTC","Windows - Estacoes - Global
16 Jan 26 13:55 UTC","platform_default
16 Jan 26 13:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 26 13:45 UTC"
SIC_120_4349_00,5817c18259b844f7bf0561b7cad41fc8,2026-02-02T13:06:16Z,2025-12-15T15:37:35Z,Windows,Windows 11,Workstation,10.14.75.50,138.118.2.250,c8-4b-d6-0c-40-05,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",amandao4349_08,"Protecao fase 3 - Global Windows
14 Jan 26 11:49 UTC","Windows - Estacoes - Global
14 Jan 26 12:12 UTC","platform_default
15 Dec 25 15:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 Dec 25 17:19 UTC"
SIC_127_4349_00,50345b6ca889489e9a2f42c8879a23ae,2026-02-02T13:22:38Z,2023-11-01T13:08:24Z,Windows,Windows 10,Workstation,10.14.28.134,189.75.104.70,c8-4b-d6-07-ce-e0,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",julianoe4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:25 UTC","Windows - Estacoes - Global
14 Jan 26 12:20 UTC","platform_default
17 Apr 25 12:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:52 UTC"
SIC_12_4349_00,3d263d18cd6542469e5a8b0fea86c579,2026-02-02T12:38:30Z,2025-09-30T16:22:21Z,Windows,Windows 11,Workstation,10.14.188.51,45.231.20.47,f4-ee-08-be-4a-b5,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",thalesd4349_10,"Protecao fase 3 - Global Windows
14 Jan 26 04:09 UTC","Windows - Estacoes - Global
14 Jan 26 11:18 UTC","platform_default
30 Sep 25 16:25 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Sep 25 16:26 UTC"
SIC_12_4349_01,81ca0981bb9b4a9b8928488c9bbba5e3,2026-02-02T12:54:21Z,2023-12-14T20:23:52Z,Windows,Windows 10,Workstation,10.14.46.57,138.118.3.62,34-73-5a-fc-9e-3e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",maysaa4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 13:38 UTC","Windows - Estacoes - Global
14 Jan 26 13:35 UTC","platform_default
25 Apr 25 14:53 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 20:11 UTC"
SIC_12_4349_06,666b7daf13ae4f0bbf2a8ff8e08303d9,2026-01-30T21:16:24Z,2025-10-28T12:32:06Z,Windows,Windows 11,Workstation,192.168.28.35,189.75.104.70,5c-cd-5b-8f-07-cd,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:24 UTC","Windows - Estacoes - Global
14 Jan 26 12:43 UTC","platform_default
28 Oct 25 12:33 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Oct 25 12:35 UTC"
SIC_130_4349_00,db2519a856204de081f9b802f33e7a75,2026-02-02T13:09:10Z,2024-11-13T18:58:28Z,Windows,Windows 10,Workstation,10.14.28.124,189.75.104.70,d0-94-66-b4-5c-07,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",micheleg4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 12:13 UTC","Windows - Estacoes - Global
14 Jan 26 12:17 UTC","platform_default
17 Apr 25 12:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Nov 24 19:03 UTC"
SIC_136_4349_00,57c77426d670475d95e936ffb3411a01,2026-02-02T13:19:12Z,2024-01-16T13:53:55Z,Windows,Windows 11,Workstation,10.14.28.54,189.75.104.70,b4-45-06-43-89-74,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pedrom4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:54 UTC","Windows - Estacoes - Global
14 Jan 26 12:54 UTC","platform_default
17 Apr 25 11:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Aug 24 14:17 UTC"
SIC_13_4349_00,05932a687e3d4639a5acba3ec6f7b2ee,2026-02-02T13:17:11Z,2025-08-05T19:54:25Z,Windows,Windows 11,Workstation,192.168.137.1,189.75.104.70,5e-cd-5b-e1-3f-07,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",joyces4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 02:38 UTC","Windows - Estacoes - Global
14 Jan 26 02:43 UTC","platform_default
05 Aug 25 19:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Aug 25 19:57 UTC"
SIC_13_4349_02,3af3326ab9e74827979d4aeb62153274,2026-02-02T13:24:07Z,2023-11-27T11:20:09Z,Windows,Windows 10,Workstation,10.14.21.52,45.231.20.62,d0-94-66-cf-47-39,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",admin.murilo,"Protecao fase 3 - Global Windows
13 Jan 26 23:28 UTC","Windows - Estacoes - Global
14 Jan 26 00:44 UTC","platform_default
17 Apr 25 09:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:45 UTC"
SIC_14_4349_00,efbef8fa1cbf44ffb1e5e24d08490664,2026-02-02T12:58:53Z,2026-01-06T12:32:21Z,Windows,Windows 11,Workstation,192.168.28.18,38.3.209.47,c8-95-ce-11-ce-16,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",elineo4349_00,"Protecao fase 3 - Global Windows
15 Jan 26 14:41 UTC","Windows - Estacoes - Global
15 Jan 26 14:30 UTC","platform_default
06 Jan 26 12:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Jan 26 12:38 UTC"
SIC_14_4349_02,a97cee3acdaf4daabd6075e33dd4448d,2026-02-02T13:01:23Z,2025-09-24T18:11:39Z,Windows,Windows 11,Workstation,10.14.21.50,45.231.20.62,d0-94-66-c6-bc-97,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",mikaellal4349_02,"Protecao fase 3 - Global Windows
14 Jan 26 11:14 UTC","Windows - Estacoes - Global
14 Jan 26 11:24 UTC","platform_default
24 Sep 25 18:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Sep 25 18:15 UTC"
SIC_14_4349_04,fa9568f44ec548fbbb439291f4b0e584,2026-02-02T12:50:13Z,2023-12-28T03:12:56Z,Windows,Windows 11,Workstation,10.14.64.52,45.236.214.206,d0-94-66-cd-fe-d8,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",amandak4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:41 UTC","Windows - Estacoes - Global
14 Jan 26 12:10 UTC","platform_default
17 Apr 25 11:14 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:23 UTC"
